,Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance,Property,Well Name,Lease Type,ULSTR,OCD Unit Letter,API,Well Type,Last Prod/Inj,Inactive Additional Bond Due,Bonding Depth,Required Bond Amount,Bond Required Now,Covered By Blanket TA Bond,Bond In Place,In Violation
15325,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MACKENZIE 13 FEE #004H,P,P-13-16S-24E,P,30-015-34466,G,06/2020,07/2022,4694.0,34388.0,,,0.0,
15326,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,302806.0,MARY ELLEN DALLAS #001,P,P-15-11S-33E,P,30-025-00997,O,06/2020,07/2022,11261.0,47522.0,,,0.0,
15327,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309945.0,MAYFLY 14 STATE #004,S,E-14-16S-35E,E,30-025-34865,O,06/2020,07/2022,12130.0,49260.0,,,0.0,
15328,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MAYFLY 14 STATE #005,S,D-14-16S-35E,D,30-025-34815,O,06/2020,07/2022,11475.0,47950.0,,,0.0,
15329,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MAYFLY 14 STATE #010,S,K-14-16S-35E,K,30-025-36568,O,06/2020,07/2022,11520.0,48040.0,,,0.0,
15330,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309937.0,MAYFLY 14 STATE COM #001,S,D-14-16S-35E,D,30-025-34695,G,06/2020,07/2022,12481.0,49962.0,,,0.0,
15331,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MAYFLY 14 STATE COM #002H,S,B-14-16S-35E,B,30-025-34630,O,06/2020,07/2022,11376.0,47752.0,,,0.0,
15332,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MAYFLY 14 STATE COM #003,S,C-14-16S-35E,C,30-025-34696,O,03/2020,04/2022,12690.0,50380.0,,,0.0,
15333,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MAYFLY 14 STATE COM #007,S,A-14-16S-35E,A,30-025-35078,O,06/2020,07/2022,12578.0,50156.0,,,0.0,
15334,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MAYFLY 14 STATE COM #009,S,P-14-16S-35E,P,30-025-35029,G,06/2020,07/2022,12366.0,49732.0,,,0.0,
15335,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309332.0,MERAMEC A 4 FEE #001H,P,9-04-16S-25E,A,30-015-35380,G,06/2020,07/2022,4648.0,34296.0,,,0.0,
15336,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309333.0,MERAMEC B 4 FEE #001H,P,9-04-16S-25E,A,30-015-35382,G,06/2020,07/2022,4690.0,34380.0,,,0.0,
15337,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MERAMEC B 4 FEE #002H,P,16-04-16S-25E,H,30-015-35381,G,06/2020,07/2022,4689.0,34378.0,,,0.0,
15338,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309334.0,MERAMEC C 4 FEE #001H,P,I-04-16S-25E,I,30-015-35406,G,06/2020,07/2022,4717.0,34434.0,,,0.0,
15339,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MERAMEC C 4 FEE #002H,P,P-04-16S-25E,P,30-015-35161,G,06/2020,07/2022,8810.0,42620.0,,,0.0,
15340,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312086.0,MESCALERO SPRINGS STATE #001,S,L-23-11S-31E,L,30-005-27943,G,06/2020,07/2022,11250.0,47500.0,,,0.0,
15341,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312087.0,MESCALERO SPRINGS STATE COM #002,S,O-23-11S-31E,O,30-005-27950,G,02/2013,03/2015,11428.0,47856.0,Y,Y,0.0,
15342,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,302910.0,METEX SUPPLY A #001,P,D-35-22S-37E,D,30-025-24135,O,06/2020,07/2022,3740.0,32480.0,,,0.0,
15343,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,METEX SUPPLY A #003,P,F-35-22S-37E,F,30-025-24904,O,06/2020,07/2022,3700.0,32400.0,,,0.0,
15344,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,METEX SUPPLY A #004,P,C-35-22S-37E,C,30-025-28691,O,06/2020,07/2022,3800.0,32600.0,,,0.0,
15345,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309906.0,MOLLY STATE #001,S,3-01-22S-31E,C,30-015-26815,O,06/2020,07/2022,8420.0,41840.0,,,0.0,
15346,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MOLLY STATE #002,S,F-01-22S-31E,F,30-015-26830,O,03/2020,04/2022,8425.0,41850.0,,,0.0,
15347,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MOLLY STATE #003,S,4-01-22S-31E,D,30-015-26831,O,06/2020,07/2022,8393.0,41786.0,,,0.0,
15348,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MOLLY STATE #004,S,E-01-22S-31E,E,30-015-26855,O,06/2020,07/2022,8409.0,41818.0,,,0.0,
15349,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309075.0,MONSANTO 30 STATE #001,S,O-30-16S-37E,O,30-025-28759,O,06/2020,07/2022,11350.0,47700.0,,,0.0,
15350,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MONSANTO 30 STATE #003,S,J-30-16S-37E,J,30-025-35777,O,06/2020,07/2022,7500.0,40000.0,,,0.0,
15351,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,MONSANTO 30 STATE #004,S,P-30-16S-37E,P,30-025-35780,O,06/2020,07/2022,6610.0,38220.0,,,0.0,
15352,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312094.0,MOOTS FEE #001,P,3-31-15S-27E,L,30-005-00205,G,06/2020,07/2022,99999.0,224998.0,,,0.0,
15353,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312151.0,N B BORDAGES GAS COM #002,P,A-32-19S-37E,A,30-025-33125,G,06/2020,07/2022,3788.0,32576.0,,,0.0,
15354,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312095.0,N H 35 #001,P,O-35-15S-33E,O,30-025-30122,O,06/2020,07/2022,11150.0,47300.0,,,0.0,
15355,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309905.0,NEW MEXICO 8 STATE #001,S,J-08-09S-33E,J,30-025-24241,O,06/2020,07/2022,4600.0,34200.0,,,0.0,
15356,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,NEW MEXICO 8 STATE #002,S,L-08-09S-33E,L,30-025-24666,O,06/2020,07/2022,4535.0,34070.0,,,0.0,
15357,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,NEW MEXICO 8 STATE #003,S,N-08-09S-33E,N,30-025-24797,O,03/2013,04/2015,4512.0,34024.0,Y,Y,0.0,
15358,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,306863.0,NEW MEXICO AE STATE #004,S,F-12-18S-34E,F,30-025-20016,O,06/2020,07/2022,8900.0,42800.0,,,0.0,
15359,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,NEW MEXICO AE STATE #009,S,C-12-18S-34E,C,30-025-20165,O,06/2020,07/2022,10192.0,45384.0,,,0.0,
15360,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,NEW MEXICO AE STATE #016,S,C-11-18S-34E,C,30-025-20509,O,03/2020,04/2022,9040.0,43080.0,,,0.0,
15361,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,NEW MEXICO AE STATE #025,S,B-11-18S-34E,B,30-025-25082,O,10/2019,11/2021,9050.0,43100.0,,,0.0,
15362,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,NEW MEXICO AE STATE #026,S,E-12-18S-34E,E,30-025-28271,G,06/2020,07/2022,8850.0,42700.0,,,0.0,
15363,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312096.0,NEW MEXICO AN STATE #001,S,G-36-15S-34E,G,30-025-01884,O,06/2020,07/2022,11267.0,47534.0,,,0.0,
15364,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309337.0,NILE STATE 22 COM #001,S,N-22-17S-24E,N,30-015-33597,G,06/2020,07/2022,8125.0,41250.0,,,0.0,
15365,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312098.0,ORYX STATE #001,S,N-16-16S-27E,N,30-015-25072,G,06/2020,07/2022,7918.0,40836.0,,,0.0,
15366,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312099.0,OSCA STATE COM #001,S,J-21-16S-34E,J,30-025-34694,G,06/2020,07/2022,13390.0,51780.0,,,0.0,
15367,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,302807.0,OSUDO STATE COM #001,S,D-29-20S-36E,D,30-025-25971,G,06/2020,07/2022,11600.0,48200.0,,,0.0,
15368,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309939.0,PALOMINO MIDGE 22 STATE COM #001,S,M-22-16S-35E,M,30-025-35544,G,06/2020,07/2022,13570.0,52140.0,,,0.0,
15369,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312103.0,PEARSALL BX #004,P,A-34-17S-32E,A,30-025-30696,O,05/2019,06/2021,4712.0,34424.0,,,0.0,
15370,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309338.0,PEMBINA A 33 STATE #001H,S,A-33-18S-23E,A,30-015-36129,G,06/2020,07/2022,8267.0,41534.0,,,0.0,
15371,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309910.0,PENROC 10 STATE #001,S,M-10-10S-34E,M,30-025-34613,O,06/2020,07/2022,9090.0,43180.0,,,0.0,
15372,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309911.0,PENROC 9 STATE #001,S,I-09-10S-34E,I,30-025-34686,O,06/2020,07/2022,9917.0,44834.0,,,0.0,
15373,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309921.0,PENROC STATE BJ #001,S,I-35-17S-35E,I,30-025-03026,O,07/2019,08/2021,9009.0,43018.0,,,0.0,
15374,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,PENROC STATE BJ #003,S,O-35-17S-35E,O,30-025-03028,O,07/2019,08/2021,9015.0,43030.0,,,0.0,
15375,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,40017.0,PHILLIPS #001,P,E-19-19S-39E,E,30-025-36144,O,04/2020,05/2022,7708.0,40416.0,,,0.0,
15376,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309340.0,PLATTE 23 FEE #002H,P,N-23-17S-24E,N,30-015-34489,G,06/2020,07/2022,4931.0,34862.0,,,0.0,
15377,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309341.0,PO A 1 FEE #001H,P,8-01-16S-24E,A,30-015-35107,G,06/2020,07/2022,7088.0,39176.0,,,0.0,
15378,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309342.0,PO B 1 FEE #002H,P,9-01-16S-24E,A,30-015-34752,G,06/2020,07/2022,4522.0,34044.0,,,0.0,
15379,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,PO B 1 FEE #01HY,P,16-01-16S-24E,H,30-015-35650,G,06/2020,07/2022,4534.0,34068.0,,,0.0,
15380,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309343.0,PO C 1 FEE #001H,P,I-01-16S-24E,I,30-015-34753,G,06/2020,07/2022,4614.0,34228.0,,,0.0,
15381,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,PO C 1 FEE #002H,P,P-01-16S-24E,P,30-015-34754,G,06/2020,07/2022,4550.0,34100.0,,,0.0,
15382,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309344.0,POTOMAC A 9 FEE #001H,P,A-09-16S-25E,A,30-015-35369,G,06/2020,07/2022,4746.0,34492.0,,,0.0,
15383,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,POTOMAC A 9 FEE #002H,P,H-09-16S-25E,,30-015-35281,G,06/2020,07/2022,4764.0,34528.0,,,0.0,
15384,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,307968.0,PRESLEY 34 #001,P,C-34-12S-38E,C,30-025-37487,O,06/2020,07/2022,9705.0,44410.0,,,0.0,
15385,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309941.0,PURPLE HUMPY 15 #001,P,D-15-16S-36E,D,30-025-36089,O,10/2019,11/2021,12000.0,49000.0,,,0.0,
15386,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,305477.0,RAINIER STATE #001,S,B-28-10S-37E,B,30-025-34125,O,06/2020,07/2022,11727.0,48454.0,,,0.0,
15387,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312109.0,RAPTOR 12 STATE COM #001H,S,M-12-16S-28E,M,30-015-38971,O,06/2020,07/2022,6662.0,38324.0,,,0.0,
15388,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,RAPTOR 12 STATE COM #002H,S,I-12-16S-28E,I,30-015-39860,O,06/2020,07/2022,9.0,25018.0,,,0.0,
15389,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309942.0,ROC STATE GH COM #002,S,G-21-16S-35E,G,30-025-35010,G,02/2019,03/2021,12854.0,50708.0,,,0.0,
15390,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,40018.0,RUBY #001,P,N-24-19S-38E,N,30-025-35508,O,12/2019,01/2022,8000.0,41000.0,,,0.0,
15391,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,RUBY #002,P,K-24-19S-38E,K,30-025-35828,O,06/2019,07/2021,7800.0,40600.0,,,0.0,
15392,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309349.0,SALMON A 32 STATE COM #001H,S,D-32-18S-23E,D,30-015-35910,G,06/2020,07/2022,8072.0,41144.0,,,0.0,
15393,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309350.0,SALMON B 32 STATE #001H,S,L-32-18S-23E,L,30-015-35862,G,06/2020,07/2022,4514.0,34028.0,,,0.0,
15394,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SALMON B 32 STATE #002H,S,M-32-18S-23E,M,30-015-35912,G,06/2020,07/2022,4503.0,34006.0,,,0.0,
15395,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309351.0,SAN SABA A 12 FEE #001H,P,A-12-16S-24E,A,30-015-34476,G,06/2020,07/2022,4592.0,34184.0,,,0.0,
15396,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SAN SABA A 12 FEE #002H,P,H-12-16S-24E,H,30-015-34479,G,06/2020,07/2022,6898.0,38796.0,,,0.0,
15397,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309352.0,SAN SABA B 12 FEE #001H,P,I-12-16S-24E,I,30-015-34478,G,06/2020,07/2022,4554.0,34108.0,,,0.0,
15398,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SAN SABA B 12 FEE #02HY,P,P-12-16S-24E,P,30-015-34837,G,06/2020,07/2022,4584.0,34168.0,,,0.0,
15399,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309919.0,SAN SIMON 6 STATE COM #001,S,H-06-22S-35E,H,30-025-26949,O,04/2020,05/2022,13300.0,51600.0,,,0.0,
15400,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,40019.0,SAPPHIRE #001,P,G-24-19S-38E,G,30-025-35568,O,06/2020,07/2022,8000.0,41000.0,,,0.0,
15401,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SAPPHIRE #002,P,B-24-19S-38E,B,30-025-35949,O,06/2020,07/2022,7750.0,40500.0,,,0.0,
15402,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SAPPHIRE #003,P,H-24-19S-38E,H,30-025-36142,O,01/2020,02/2022,7850.0,40700.0,,,0.0,
15403,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309070.0,SAPPHIRE STATE #001,S,L-11-23S-36E,L,30-025-35979,O,06/2020,07/2022,8110.0,41220.0,,,0.0,
15404,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312154.0,SCHENCK #001,P,A-20-13S-38E,A,30-025-07245,S,06/2020,07/2022,12590.0,50180.0,,,0.0,
15405,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309353.0,SEINE A 6 FEE #001,P,9-06-16S-25E,A,30-015-35106,G,06/2020,07/2022,4570.0,34140.0,,,0.0,
15406,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309354.0,SEINE B 6 FEE #001H,P,H-06-16S-25E,H,30-015-35611,G,06/2020,07/2022,8622.0,42244.0,,,0.0,
15407,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SEINE B 6 FEE #002H,P,9-06-16S-25E,A,30-015-35612,G,06/2020,07/2022,4660.0,34320.0,,,0.0,
15408,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309355.0,SEINE C 6 FEE #001H,P,P-06-16S-25E,P,30-015-34801,G,06/2020,07/2022,4654.0,34308.0,,,0.0,
15409,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SEINE C 6 FEE #002H,P,I-06-16S-25E,I,30-015-34800,G,06/2020,07/2022,4630.0,34260.0,,,0.0,
15410,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,310124.0,SHIPP #001,P,B-33-16S-37E,B,30-025-29462,O,04/2017,05/2019,11532.0,48064.0,Y,,48064.0,
15411,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,302808.0,SHUGART A STATE COM #001,S,C-16-18S-31E,C,30-015-26317,O,02/2018,03/2020,11900.0,48800.0,Y,Y,0.0,
15412,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,312119.0,SIDEWINDER STATE #001,S,E-36-10S-32E,E,30-025-31012,O,06/2020,07/2022,10460.0,45920.0,,,0.0,
15413,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,309250.0,SKELLY PENROSE A UNIT #001,P,K-34-22S-37E,K,30-025-10581,O,04/2020,05/2022,3645.0,32290.0,,,0.0,
15414,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #003,P,I-33-22S-37E,I,30-025-10562,O,06/2020,07/2022,3685.0,32370.0,,,0.0,
15415,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #005,S,K-33-22S-37E,K,30-025-10560,O,06/2020,07/2022,3710.0,32420.0,,,0.0,
15416,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #007,P,M-33-22S-37E,M,30-025-10559,O,06/2020,07/2022,3716.0,32432.0,,,0.0,
15417,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #009,P,O-33-22S-37E,O,30-025-10563,O,06/2020,07/2022,3680.0,32360.0,,,0.0,
15418,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #010,P,P-33-22S-37E,P,30-025-10564,I,06/2020,07/2022,3674.0,32348.0,,,0.0,
15419,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #014,P,3-03-23S-37E,C,30-025-33718,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15420,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #016,P,1-04-23S-37E,A,30-025-10625,O,06/2020,07/2022,3680.0,32360.0,,,0.0,
15421,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #020,P,G-04-23S-37E,G,30-025-10618,O,06/2020,07/2022,3687.0,32374.0,,,0.0,
15422,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #021,P,H-04-23S-37E,H,30-025-10619,I,06/2020,07/2022,3668.0,32336.0,,,0.0,
15423,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #022,P,E-03-23S-37E,E,30-025-10603,O,06/2020,07/2022,3620.0,32240.0,,,0.0,
15424,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #023,P,F-03-23S-37E,F,30-025-10611,I,06/2020,07/2022,3602.0,32204.0,,,0.0,
15425,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #024,P,G-03-23S-37E,G,30-025-10598,O,06/2020,07/2022,3610.0,32220.0,,,0.0,
15426,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #026,P,J-03-23S-37E,J,30-025-10597,I,06/2020,07/2022,3640.0,32280.0,,,0.0,
15427,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #027,P,K-03-23S-37E,K,30-025-10607,O,07/2009,08/2011,3600.0,32200.0,Y,Y,0.0,
15428,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #028,P,L-03-23S-37E,L,30-025-10608,I,06/2020,07/2022,3580.0,32160.0,,,0.0,
15429,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #035,P,O-04-23S-37E,O,30-025-10621,O,06/2020,07/2022,3394.0,31788.0,,,0.0,
15430,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #036,P,P-04-23S-37E,P,30-025-10620,I,06/2020,07/2022,3669.0,32338.0,,,0.0,
15431,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #037,P,M-03-23S-37E,M,30-025-10609,O,06/2020,07/2022,3630.0,32260.0,,,0.0,
15432,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #039,P,O-03-23S-37E,O,30-025-10604,O,06/2020,07/2022,3622.0,32244.0,,,0.0,
15433,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #040,P,P-03-23S-37E,P,30-025-10599,I,06/2020,07/2022,3675.0,32350.0,,,0.0,
15434,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #042,P,B-10-23S-37E,B,30-025-10706,I,06/2020,07/2022,3600.0,32200.0,,,0.0,
15435,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #043,P,C-10-23S-37E,C,30-025-10702,O,06/2020,07/2022,3635.0,32270.0,,,0.0,
15436,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #045,P,A-09-23S-37E,A,30-025-10691,O,06/2020,07/2022,3713.0,32426.0,,,0.0,
15437,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #047,P,G-09-23S-37E,G,30-025-10682,O,06/2020,07/2022,3650.0,32300.0,,,0.0,
15438,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #051,P,G-10-23S-37E,G,30-025-10696,O,06/2020,07/2022,3625.0,32250.0,,,0.0,
15439,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #063,P,M-03-23S-37E,M,30-025-24685,O,06/2020,07/2022,3735.0,32470.0,,,0.0,
15440,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #064,P,L-03-23S-37E,L,30-025-24773,O,06/2020,07/2022,3725.0,32450.0,,,0.0,
15441,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #065,P,K-33-22S-37E,K,30-025-24819,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15442,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #066,P,O-04-23S-37E,O,30-025-24820,O,06/2020,07/2022,3748.0,32496.0,,,0.0,
15443,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #068,P,N-03-23S-37E,N,30-025-30167,I,06/2020,07/2022,3700.0,32400.0,,,0.0,
15444,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #071,P,N-34-22S-37E,N,30-025-32179,O,06/2020,07/2022,5800.0,36600.0,,,0.0,
15445,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #077,P,4-03-23S-37E,D,30-025-33937,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15446,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #078,P,4-03-23S-37E,D,30-025-33913,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15447,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #079,P,2-03-23S-37E,B,30-025-33938,O,12/2019,01/2022,3750.0,32500.0,,,0.0,
15448,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #080,P,3-03-23S-37E,C,30-025-33783,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15449,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #084,P,I-04-23S-37E,I,30-025-33786,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15450,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #086,P,J-03-23S-37E,J,30-025-33785,O,09/2008,10/2010,3750.0,32500.0,Y,Y,0.0,
15451,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #087,P,O-03-23S-37E,O,30-025-34016,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15452,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #088,P,N-03-23S-37E,N,30-025-33945,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15453,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #089,P,I-03-23S-37E,I,30-025-34019,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15454,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #090,P,A-09-23S-37E,A,30-025-33983,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
15455,240974,"LEGACY RESERVES OPERATING, LP",1020.0,26.0,No,,SKELLY PENROSE A UNIT #091,P,C-10-23S-37E,C,30-025-33939,O,06/2020,07/2022,3750.0,32500.0,,,0.0,
